,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MONEY
13,-0.9859853694306433,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.08488216133358895,0.21318228630278058,-0.34928934517909604,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,1.0,-0.6396247240618103,-0.3155555555555556
14,-0.9858010373847869,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.028549530561410186,0.6807415036045315,-0.39395647864398153,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.9148721569418528,-0.5292494481236203,-0.41333333333333333
15,-0.9860386458877993,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.12895190649549737,0.10401647785787849,-0.38728187034527917,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.993544808109335,-0.6280353200883002,-0.33777777777777784
16,-0.9764502323707753,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.09024717378808222,-0.4562306900102986,-0.38728187034527917,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.9493166574209493,-0.7323399558498896,-0.19555555555555548
17,-0.9825136327035622,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.06917033914543014,0.6230690010298661,-0.43105784357409815,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.948812345554491,-0.2858719646799117,-0.4444444444444444
18,-0.982097536829318,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.27380724276681345,-0.3058702368692069,-0.5149724013130974,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.45579706490493743,-0.45033112582781465,-0.3244444444444444
19,-0.9838264365423445,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.16995593025483802,0.3717816683831101,-0.5149724013130974,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.9699934439457361,-0.4729580573951436,-0.41333333333333333
20,-0.9720024349813667,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.23012071278022606,0.9608650875386198,-0.5147177841027926,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.8974733975490443,0.064569536423841,-0.6177777777777778
21,-0.9809886222168671,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.07875071852845383,0.7775489186405768,-0.47572497703898375,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.9779615714357759,-0.33222958057395147,-0.35111111111111104
22,-0.9724367392650187,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.010921632496646794,0.8290422245108136,-0.4821631550709745,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,1.0,-0.062362030905077415,-0.5466666666666666
23,-0.977922640785848,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.13699942517723718,1.0,-0.4606480008002255,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.9880982399515863,0.0016556291390728006,-0.5777777777777777
24,-0.9832765875372654,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.09446254071661264,0.8784757981462408,-0.40528694450254155,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.9870391850320239,-0.19591611479028703,-0.528888888888889
25,-0.9812471366714218,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.2190074726959187,0.7054582904222451,-0.39528412552628467,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.5285692672348583,-0.18432671081677698,-0.6044444444444445
26,-0.9850378577559057,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.13699942517723718,0.800205973223481,-0.35392701579536057,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.899036764335065,-0.2781456953642385,-0.48444444444444434
27,-0.9786568218367834,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.04732707415213622,0.7693099897013387,-0.39550236884940293,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.5434968984820214,-0.14183222958057395,-0.5644444444444444
28,-0.9827656280979585,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,0.12435332439164593,0.8846549948506695,-0.39526593858269155,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.9548136567653438,-0.38907284768211925,-0.4044444444444445
29,-0.9776074779464691,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,0.19294884077409447,0.7384140061791966,-0.43449517591321196,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.9159312118614154,-0.4343267108167771,-0.28888888888888886
30,-0.9747220070432825,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.17532094270933163,0.8784757981462408,-0.4355863925288035,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.8147662514498968,0.1517660044150111,-0.6577777777777778
31,-0.9696886182155129,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.037746694769112854,1.0,-0.4461348198128564,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.8982802965353778,-0.3758278145695365,-0.5777777777777777
32,-0.9689407246587272,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.08449894615826781,0.6292481977342945,-0.479780665460266,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.1714156034091483,0.433774834437086,-0.6355555555555557
33,-0.9742519603263486,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.1799195248131824,0.8970133882595261,-0.5166637870672643,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.8077058853194816,-0.08278145695364236,-0.64
34,-0.9638866546745932,-1.0,-0.4369501466275659,-1.0,-0.3703703703703707,-0.028549530561410186,0.9361483007209064,-0.5216470096117998,-0.7391304347826086,-0.5419847328244275,0.7872340425531914,0.2506429976297344,0.027041942604856484,-0.6222222222222222
35,-0.9986995598960008,-1.0,-0.596774193548387,-1.0,-0.5308641975308642,-0.09101360413872406,0.345005149330587,-0.5943038492666115,-0.6521739130434783,-0.6488549618320612,0.404255319148936,1.0,-0.5612582781456954,-0.38222222222222224
36,-0.9979516663392151,-1.0,-0.596774193548387,-1.0,-0.5308641975308642,-0.12626940026825062,0.20494335736354286,-0.5911029471942093,-0.6521739130434783,-0.6488549618320612,0.404255319148936,0.9024660850269808,-0.4657836644591612,-0.33333333333333337
37,-0.9983405619969364,-1.0,-0.596774193548387,-1.0,-0.5308641975308642,-0.12282046369036237,-0.20494335736354263,-0.4899289799852685,-0.6521739130434783,-0.6488549618320612,0.404255319148936,1.0,-0.6114790286975718,-0.28888888888888886
38,-0.9962070309637374,-1.0,-0.596774193548387,-1.0,-0.5308641975308642,-0.0783675033531328,-0.4376930998970133,-0.5057334339677545,-0.6521739130434783,-0.6488549618320612,0.404255319148936,0.9825003782338999,-0.5364238410596027,-0.12444444444444447
39,-0.9995209614759512,0.5,-0.8174486803519061,-1.0,-0.823045267489712,0.16267484192374004,-0.6107106076210091,-0.2231447044166993,-0.8260869565217391,-0.7519083969465649,0.2127659574468086,0.9935952392959808,-0.8570640176600441,0.14666666666666672
40,-0.9993869835499385,0.5,-0.8174486803519061,-1.0,-0.823045267489712,0.32707415213642466,-0.7342945417095778,-0.2231447044166993,-0.8260869565217391,-0.7519083969465649,0.2127659574468086,0.993544808109335,-0.9862030905077263,0.3288888888888888
41,-0.997277280805594,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,0.22973749760490492,-1.0,-0.16498285880566332,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,0.942054566543951,-0.8283664459161149,-0.039999999999999925
42,-0.9969612187855036,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,-0.0005748227629815972,-0.9237899073120495,-0.16498285880566332,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,0.9317666044682034,-0.7748344370860927,-0.09777777777777774
43,-0.9965597345978212,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,0.015520214600498239,-0.925849639546859,-0.16498285880566332,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,0.9876947904584195,-0.684878587196468,-0.12444444444444447
44,-0.9973840585150839,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,-0.038896340295075715,-0.2358393408856848,-0.16498285880566332,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,0.9621261788289879,-0.5684326710816777,-0.28
45,-0.9962886316133055,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,-0.18720061314428038,-0.3635427394438723,-0.277832843801435,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,1.0,-0.5320088300220751,-0.36444444444444446
46,-0.9959078285819876,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,-0.14734623491090237,-0.3738414006179197,-0.277832843801435,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,1.0,-0.3145695364238411,-0.33333333333333337
47,-0.9949881915093063,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,-0.05384173213259236,0.7013388259526261,-0.1707117460375197,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,0.9790206263553383,-0.05794701986754969,-0.48444444444444434
48,-0.9944351953717371,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,-0.2956505077601074,0.9031925849639546,-0.13786612590821046,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,1.0,0.6048565121412801,-0.5822222222222222
49,-0.9952017469282863,-1.0,-0.5271260997067448,-1.0,-0.7407407407407409,-0.21785782716995583,0.21730175077239977,-0.09827314970582623,-0.8260869565217391,-0.8244274809160306,0.12765957446808485,1.0,-0.20143487858719655,-0.3600000000000001
50,-0.998147462939143,-0.5800000000000001,-0.6202346041055719,-1.0,-0.7777777777777778,-0.079517148879096,-0.11843460350154467,0.03394593021669756,-0.7391304347826086,-0.7862595419847328,-0.10638297872340408,0.99324222098946,-0.35320088300220764,-0.3466666666666667
51,-0.999167133865978,-0.5800000000000001,-0.6202346041055719,-1.0,-0.7777777777777778,-0.021268442230312323,0.2378990731204944,0.03394593021669756,-0.7391304347826086,-0.7862595419847328,-0.10638297872340408,0.9852236623127744,-0.5750551876379691,-0.3111111111111111
52,-0.9989371683990133,-0.5800000000000001,-0.6202346041055719,-1.0,-0.7777777777777778,0.13048476719678104,-0.6251287332646756,0.03394593021669756,-0.7391304347826086,-0.7862595419847328,-0.10638297872340408,1.0,-0.804083885209713,-0.11111111111111116
53,-0.9990223657714273,-0.5800000000000001,-0.6202346041055719,-1.0,-0.7777777777777778,-0.06610461774286291,-0.6189495365602471,0.03394593021669756,-0.7391304347826086,-0.7862595419847328,-0.10638297872340408,1.0,-0.630242825607064,-0.18222222222222229
54,-0.999836349110508,0.5,-0.7404692082111437,-1.0,-0.8971193415637861,-0.10825828702816642,-0.07929969104016465,0.12578999536232938,-0.8260869565217391,0.07633587786259532,0.8085106382978726,1.0,-0.2786975717439294,-0.38222222222222224
55,-0.9998473640742238,0.8,-0.9442815249266863,-1.0,-0.925925925925926,0.4132975665836367,-0.6086508753861998,0.3762060216970238,-0.6521739130434783,-0.851145038167939,0.12765957446808485,0.9951081748953554,-0.8300220750551877,0.35111111111111115
56,-0.9996801164618857,0.7,-0.9794721407624634,-1.0,-0.8971193415637861,0.08143322475569992,-0.32440782698249215,0.4655039147396083,-0.9130434782608696,-0.5190839694656488,2.220446049250313e-16,1.0,-0.7770419426048566,-0.12444444444444447
57,-0.999820163857701,1.0,-0.9369501466275659,-1.0,-0.8930041152263374,0.24736539566966842,-0.22554067971163738,0.3085869654175266,-0.6521739130434783,-0.7366412213740459,-0.46808510638297873,0.9798275253416713,-0.8774834437086093,0.18222222222222229
58,-0.9966701090301572,-0.5,-0.657624633431085,-1.0,-0.7201646090534981,-0.009771986970684265,-0.4582904222451081,0.21583355309223506,-0.3913043478260869,-0.6297709923664122,0.5106382978723403,0.9686318019062989,-0.7168874172185431,-0.18666666666666665
59,-0.9978203859553368,-0.5,-0.657624633431085,-1.0,-0.7201646090534981,-0.09331289519064945,-0.08753861997940249,0.055279215051514674,-0.3913043478260869,-0.6297709923664122,0.5106382978723403,1.0,-0.5866445916114791,-0.35111111111111104
60,-0.9967854289564063,-0.5,-0.657624633431085,-1.0,-0.7201646090534981,-0.16459091780034474,0.30381050463439774,0.10863970755394692,-0.3913043478260869,-0.6297709923664122,0.5106382978723403,0.990972817590398,-0.369757174392936,-0.3911111111111112
61,-0.9962821125531472,-0.5,-0.657624633431085,-1.0,-0.7201646090534981,-0.0783675033531328,0.8640576725025748,0.034637034073238926,-0.3913043478260869,-0.6297709923664122,0.5106382978723403,0.9050885067325634,-0.29856512141280367,-0.5111111111111111
62,-0.9976632541260031,-0.5,-0.657624633431085,-1.0,-0.7201646090534981,0.10940793255412928,0.33676622039134907,0.10865789449754026,-0.3913043478260869,-0.6297709923664122,0.5106382978723403,1.0,-0.7240618101545254,-0.23555555555555563
63,-0.9972984115523141,-0.5,-0.657624633431085,-1.0,-0.7201646090534981,0.2266717762023378,-0.16580844490216262,0.24604206640053117,-0.3913043478260869,-0.6297709923664122,0.5106382978723403,0.9933430833627515,-0.5711920529801324,-0.11111111111111116
64,-0.9997034951603846,-0.65,-0.9325513196480939,-1.0,-0.8720164609053498,0.3577313661621,0.16580844490216284,0.47192390582800603,-0.8260869565217391,-0.8893129770992366,0.27659574468085135,0.9815421856876294,-0.6512141280353201,0.24444444444444446
65,-0.9993364046349169,0.6000000000000001,-0.7866568914956011,-1.0,-0.9465020576131689,0.04579421345085266,-0.6930998970133883,-0.003009939164673625,-0.7391304347826086,-0.4274809160305344,-0.2553191489361699,1.0,-0.8377483443708609,-0.1777777777777778
66,-0.9991576924685073,0.6000000000000001,-0.7866568914956011,-1.0,-0.9465020576131689,-0.14696301973558124,-0.41915550978372806,-0.003009939164673625,-0.7391304347826086,-0.4274809160305344,-0.2553191489361699,1.0,-0.5303532008830023,-0.3600000000000001
67,-0.9988407312677055,-0.75,-0.5887096774193548,-1.0,-0.9012345679012347,-0.11209043878137603,-0.6189495365602471,-0.023652120142949484,-0.7391304347826086,-0.3969465648854962,0.34042553191489344,0.9965202481214384,-0.6484547461368654,-0.24444444444444446
68,-0.9970951967115163,-0.75,-0.5887096774193548,-1.0,-0.9012345679012347,-0.22092354857252372,-0.30175077239958803,-0.023652120142949484,-0.7391304347826086,-0.3969465648854962,0.34042553191489344,1.0,-0.3730684326710817,-0.448888888888889
69,-0.9972610955527871,-0.75,-0.5887096774193548,-1.0,-0.9012345679012347,-0.10940793255412928,-0.38002059732234805,-0.023652120142949484,-0.7391304347826086,-0.3969465648854962,0.34042553191489344,1.0,-0.61037527593819,-0.29333333333333345
70,-0.9981580283125031,-1.0,-0.24120234604105573,-1.0,-0.8847736625514404,0.09446254071661264,-0.9237899073120495,-0.24384144622575454,-0.7391304347826086,-0.549618320610687,0.404255319148936,0.9335821271874529,-0.7246136865342163,-0.14666666666666672
71,-0.9965732223084937,-1.0,-0.24120234604105573,-1.0,-0.8847736625514404,-0.08028357922973739,-0.6992790937178166,-0.24384144622575454,-0.7391304347826086,-0.549618320610687,0.404255319148936,0.8993393514549399,-0.5502207505518764,-0.2577777777777778
72,-0.9980820475423817,-1.0,-0.24120234604105573,-1.0,-0.8847736625514404,-0.04042920099635938,-0.8990731204943357,-0.24384144622575454,-0.7391304347826086,-0.549618320610687,0.404255319148936,0.969791719199153,-0.7908388520971303,-0.2088888888888889
73,-0.9957497975719424,-1.0,-0.24120234604105573,-1.0,-0.8847736625514404,0.028549530561410297,-0.9320288362512873,-0.24384144622575454,-0.7391304347826086,-0.549618320610687,0.404255319148936,0.9004992687477937,-0.6793598233995585,-0.18222222222222229
74,-0.9983670878279256,-1.0,-0.09310850439882701,-1.0,-0.7860082304526748,0.03927955547039641,-0.9361483007209063,-0.4322218079640626,-0.6521739130434783,-0.19465648854961837,0.2978723404255319,0.9900146250441275,-0.7213024282560706,-0.15111111111111108
75,-0.9980038188204817,-1.0,-0.09310850439882701,-1.0,-0.7860082304526748,0.044261352749568994,-0.13285272914521107,-0.38655439260155133,-0.6521739130434783,-0.19465648854961837,0.2978723404255319,0.9310605678551618,-0.6020971302428257,-0.2711111111111112
76,-0.9978597251114647,-1.0,-0.09310850439882701,-1.0,-0.7860082304526748,0.04157884652232213,0.47476828012358396,-0.4684683865452991,-0.6521739130434783,-0.19465648854961837,0.2978723404255319,0.8827979222351103,-0.434878587196468,-0.33333333333333337
77,-0.9981847789386701,-1.0,-0.09310850439882701,-1.0,-0.7860082304526748,-0.01168806284728896,-0.11637487126673529,-0.46150278714910575,-0.6521739130434783,-0.19465648854961837,0.2978723404255319,0.9498714004740532,-0.5286975717439295,-0.2977777777777777
78,-0.9988728769781414,-1.0,-0.09310850439882701,-1.0,-0.7860082304526748,0.023567733282237935,0.04634397528321332,-0.2935281761223617,-0.6521739130434783,-0.19465648854961837,0.2978723404255319,0.947047254021887,-0.41445916114790293,-0.28
79,-0.9982567133955896,-1.0,-0.09310850439882701,-1.0,-0.7860082304526748,-0.1136232994826597,-0.3058702368692069,-0.38655439260155133,-0.6521739130434783,-0.19465648854961837,0.2978723404255319,0.9957637803217512,-0.5932671081677705,-0.31999999999999995
80,-0.9992174879858218,-0.5,-0.6774193548387096,-1.0,-0.8312757201646092,0.21325924506610483,-0.3697219361483006,-0.22321745219107214,-0.7391304347826086,-0.6412213740458015,0.36170212765957444,1.0,-0.8035320088300221,0.022222222222222143
81,-0.9991390344687439,-0.5,-0.6774193548387096,-1.0,-0.8312757201646092,0.1718720061314427,0.3903192584963955,-0.22321745219107214,-0.7391304347826086,-0.6412213740458015,0.36170212765957444,0.9935952392959808,-0.6970198675496688,-0.16000000000000003
82,-0.9993195449965764,-0.5,-0.6774193548387096,-1.0,-0.8312757201646092,0.050392795554704106,-0.3964984552008237,-0.22321745219107214,-0.7391304347826086,-0.6412213740458015,0.36170212765957444,1.0,-0.7246136865342163,-0.12
83,-0.9993438228757867,-0.5,-0.6774193548387096,-1.0,-0.8312757201646092,-0.0013412531136230976,-0.09783728115344992,-0.22321745219107214,-0.7391304347826086,-0.6412213740458015,0.36170212765957444,0.9684300771597156,-0.6810154525386314,-0.20444444444444454
84,-0.9990048317475532,-1.0,-0.7045454545454545,-1.0,-0.7366255144032922,0.08373251580762564,-0.07106076210092682,-0.33621293273558917,-0.8260869565217391,-0.7709923664122138,0.25531914893617014,1.0,-0.5645695364238412,-0.16000000000000003
85,-0.9988528702073106,-1.0,-0.7045454545454545,-1.0,-0.7366255144032922,0.17608737305997302,0.09577754891864076,-0.39835771899353445,-0.8260869565217391,-0.7709923664122138,0.25531914893617014,0.9768016541429221,-0.7350993377483444,-0.039999999999999925
86,-0.9989758331696075,-1.0,-0.7045454545454545,-1.0,-0.7366255144032922,-0.059589959762406775,-0.13079299691040158,-0.40026734807082,-0.8260869565217391,-0.7709923664122138,0.25531914893617014,0.9954107620152304,-0.38576158940397365,-0.2222222222222222
87,-0.9985345602354415,-1.0,-0.7045454545454545,-1.0,-0.7366255144032922,-0.01896915117838649,0.11019567456230694,-0.5238658167301695,-0.8260869565217391,-0.7709923664122138,0.25531914893617014,0.9911745423369811,-0.6296909492273731,-0.23555555555555563
88,-0.9988697298456511,-1.0,-0.783724340175953,-1.0,-0.5720164609053499,0.32055949415596885,0.717816683831102,-0.58313706590039,-0.9130434782608696,-0.6832061068702291,0.10638297872340452,1.0,-0.7919426048565121,-0.17333333333333323
89,-0.9989502065193299,-1.0,-0.783724340175953,-1.0,-0.5720164609053499,0.3481509867790764,0.2399588053553039,-0.5844465258391001,-0.9130434782608696,-0.6832061068702291,0.10638297872340452,0.9957637803217512,-0.7809050772626931,0.05333333333333323
90,-0.9990891299392558,-1.0,-0.783724340175953,-1.0,-0.5720164609053499,0.09446254071661264,0.30175077239958803,-0.6430448580963726,-0.9130434782608696,-0.6832061068702291,0.10638297872340452,0.9761964799031724,-0.609271523178808,-0.21777777777777774
91,-0.9992581759130168,-1.0,-0.783724340175953,-1.0,-0.5720164609053499,0.0898639586127612,0.46240988671472727,-0.643081231983559,-0.9130434782608696,-0.6832061068702291,0.10638297872340452,0.9831055524736498,-0.6429359823399559,-0.24444444444444446
92,-0.999197256419813,-0.43999999999999995,0.06891495601173014,-1.0,-0.6748971193415639,0.104042920099636,0.04428424304840384,-0.5387245496458093,-0.7391304347826086,-0.6832061068702291,0.1914893617021276,0.9904685057239397,-0.6451434878587197,-0.20444444444444454
93,-0.9994957844160294,-0.43999999999999995,0.06891495601173014,-1.0,-0.6748971193415639,0.015520214600498239,-0.46446961894953653,-0.5387245496458093,-0.7391304347826086,-0.6832061068702291,0.1914893617021276,0.9971254223611883,-0.7527593818984547,-0.11111111111111116
94,-0.9991768000586266,-0.43999999999999995,0.06891495601173014,-1.0,-0.6748971193415639,0.030082391262693742,0.5324407826982491,-0.5479817039347452,-0.7391304347826086,-0.6832061068702291,0.1914893617021276,1.0,-0.511037527593819,-0.30666666666666664
95,-0.9973986702016457,-1.0,-0.8218475073313782,-1.0,-0.7530864197530864,0.17417129718336843,0.13079299691040158,-0.5697696623593922,-0.9130434782608696,-0.6603053435114503,0.14893617021276606,0.8037218215744619,-0.7284768211920529,0.040000000000000036
96,-0.9975560268261573,-1.0,-0.8218475073313782,-1.0,-0.7530864197530864,-0.0028741138149073198,0.3738414006179196,-0.5697696623593922,-0.9130434782608696,-0.6603053435114503,0.14893617021276606,0.9744313883705684,-0.4696467991169978,-0.2711111111111112
97,-0.9974258704181684,-1.0,-0.8218475073313782,-1.0,-0.7530864197530864,0.7275340103468095,0.505664263645726,-0.5697696623593922,-0.9130434782608696,-0.6603053435114503,0.14893617021276606,1.0,-0.8631346578366446,0.4977777777777779
98,-0.9983016724311643,-1.0,-0.8218475073313782,-1.0,-0.7530864197530864,0.6321134316918953,-0.29969104016477854,-0.5697696623593922,-0.9130434782608696,-0.6603053435114503,0.14893617021276606,0.983004690100358,-0.8984547461368654,0.7244444444444442
99,-0.9985999756322027,-1.0,-0.8218475073313782,-1.0,-0.7530864197530864,0.47729450086223424,0.22760041194644698,-0.5697696623593922,-0.9130434782608696,-0.6603053435114503,0.14893617021276606,1.0,-0.7538631346578366,0.2533333333333334
100,-0.996800265438146,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,0.21325924506610483,0.5859938208032958,-0.7002427956969691,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,0.9892077260577943,-0.57560706401766,0.0
101,-0.9975722120789643,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,0.23395286453343567,0.40885684860968063,-0.6860024188634979,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,0.9933430833627515,-0.6721854304635762,-0.0444444444444444
102,-0.9949996560633778,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,0.0898639586127612,0.6992790937178168,-0.7117187571042748,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,-0.6445609965202481,-0.5088300220750552,-0.39555555555555544
103,-0.9953851797934312,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,-0.012837708373251489,0.7404737384140063,-0.7117187571042748,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,0.9877452216450655,-0.35375275938189854,-0.36444444444444446
104,-0.9970039298692996,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,-0.0013412531136230976,0.7940267765190525,-0.765133810437487,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,0.9787684704221091,-0.41501103752759383,-0.3288888888888888
105,-0.9971608369034554,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,-0.12243724851504123,0.9320288362512874,-0.8222590002637107,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,0.985627111805941,-0.18653421633554101,-0.3555555555555555
106,-0.9962935771072188,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,-0.12818547614485531,0.8331616889804327,-0.8033263919831952,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,0.9937969640425641,-0.06567328918322302,-0.3555555555555555
107,-0.997193432204247,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,-0.016669860126460767,0.6951596292481979,-0.8194400240067655,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,0.9535528770991983,-0.3178807947019868,-0.3155555555555556
108,-0.9972642426852774,-1.0,-0.40615835777126097,-1.0,-0.4444444444444444,0.11630580570990623,0.9402677651905251,-0.7629695641498968,-0.6521739130434783,-0.24809160305343514,0.7659574468085104,0.9916284230167938,-0.41832229580573954,-0.3422222222222222
